time,shoulder_pan_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,shoulder_lift_joint,end_mill_joint
1754940287.5411131,-1.2490009027033011e-14,-1.0427322525395633e-13,4.965385741462214e-14,-1.0857981180834031e-13,9.103568593404887e-14,5.254477408733749e-14,7.347594754847364e-14
1754940287.5511715,0.0,3.6097859727399206e-11,-7.516017062197955e-11,-1.171040868441775e-11,1.3010426069826053e-18,3.153847669135068e-11,7.361646015002776e-14
1754940287.561166,-0.0001355031884333886,2.4825794425390943e-05,-9.755947162900375e-06,8.867356848796248e-10,-0.00013552884068440685,-1.5070231131501799e-05,74.96422164888291
1754940287.5712848,-0.0009624700887923168,0.00017680473972767063,-6.952119328951234e-05,2.6747011272476584e-09,-0.000962492764607803,-0.00010728262606062196,148.80015207859603
1754940287.5816658,0.018865755095783983,0.0005243911955006945,-0.00020633477812617707,-6.280000006607009,-0.0028467763949910907,-0.0003180558371090707,218.74593918603873
1754940287.5915992,-0.05439451721798884,-0.16510748149136617,-6.280000002642795,6.280000008157428,-0.005877640524043493,-0.0006582403359462197,271.3764708289147
1754940287.6018436,-0.015458807709244113,1.2214512375282622,6.280000003421234,-6.280000002741749,-0.009955413220829712,-0.001117525450762949,311.2207069134543
1754940287.6116836,0.06805658729509398,-1.2950663362020038,-6.2800000042732345,6.280000013037652,-0.014870390308920012,-0.004060269555674248,345.2431476127601
1754940287.6215208,0.1818432439505422,1.8003800648077763,6.280000002269264,-6.280000020081271,-0.020373837095755576,-0.0047820813973530815,378.45288495209553
1754940287.6316385,-0.6365762485166794,-0.24540611895327974,-1.5204030512473987,6.280000022816594,-0.02624190357250622,-0.05237888001473062,397.88717637564116
1754940287.6415946,0.7929361720106269,-0.6893374242937071,-6.280000006787782,-6.280000009242779,-0.032333124531584545,0.03052951807779119,421.8430331628844
1754940287.6518514,-0.12305375171054245,2.3761592290371456,6.2800000059930925,-6.280000022915463,-0.03864021046464616,-0.008203586874762026,433.814772569649
1754940287.661879,-0.830564927566179,-0.10818328365399066,0.7502096657872933,6.280000027341867,-0.04527610257264153,-0.09119916935873165,448.1490498060362
1754940287.6720974,0.5661657527825916,-1.8503220996623004,-6.280000009579787,6.280000004498551,-0.05224843337806462,0.36336675734927626,457.67197770558477
1754940287.6822028,0.6776404834433102,1.8423343890095167,0.630232310661424,-6.280000033140752,-0.059523573529207674,0.032562354771205476,476.8145309726997
1754940287.692023,-0.6439640400544122,3.1400000000623427,6.280000009053005,-6.280000010558197,-0.06707125552859533,-0.34990660654235684,471.1961650747087
1754940287.7025058,-0.8728099856607279,-0.22021592885224017,0.25427032215057865,6.280000031801208,0.19054552625232413,-0.038489123882066795,477.66830792650546
1754940287.7123778,0.4372185937178458,-2.4332734485629395,-6.280000009268704,6.280000017109728,0.42296287192576454,0.4826245469185788,475.3900475630567
1754940287.7223794,0.7899072726827456,0.6792016589664034,-2.8673856279763945,-6.280000029749562,-19.94816565971396,0.08135867111439513,498.35952317425705
1754940287.7326381,-0.4897022051427141,3.1400000005153994,6.280000008119227,-6.280000019845804,0.7405171835580588,-0.27725074803753985,477.40744957611685
1754940287.742561,-1.1710409996568345,0.13793062395842098,5.0765293374764475,6.280000027129368,0.7181703344130721,-0.060376573787666254,477.3777681866357
1754940287.7526915,-0.1157411159344966,-2.660235159887318,-6.280000007313841,6.2800000292065015,0.8747576184349564,0.35625560748325474,482.98458514974095
1754940287.762606,0.7494307597576516,-0.42104097543347985,-6.280000003985483,-6.280000020989753,-6.2800000043541475,0.1157364888060403,483.4059404169279
1754940287.77281,-0.13258268090959785,2.285255104454427,6.280000005486556,-6.2800000317876545,1.0687013940287082,-0.1007203047992686,481.25235591116655
1754940287.782717,-1.1597336211000844,0.6043715824657669,6.280000007072848,6.280000016754794,0.9400085349050658,-0.1392299960554193,480.6579672334128
1754940287.7926223,-0.3192085062610286,-3.140000000193646,-6.280000003549783,6.280000033441027,1.077217413791061,0.24161929397026755,485.68993319888835
1754940287.802749,0.8107791640752935,-1.4103210695409367,-6.280000010623347,-6.2800000092670905,1.1768120951279037,0.23704591877679382,477.8864196823877
1754940287.8126097,0.2638854446197033,3.056636907355209,6.280000002205912,-6.28000003493748,1.2965981078164264,-0.18141284832106822,490.08800094686995
1754940287.822826,-0.8984774413360153,1.7648801492198314,6.280000010180514,6.2800000020164015,1.453911072377993,-0.23807091607746056,480.1729577552858
1754940287.8329232,-0.6362114266602285,-1.5365699396722778,-6.280000000077822,6.280000034167394,1.820012320826359,-0.07548451658855032,481.0803747657666
1754940287.8430536,0.6849456916255721,-1.597837038623165,-6.280000010969738,0.20197210887850536,-6.280000037029337,0.2965828747159517,480.7225590731164
1754940287.8529902,0.3805257570351186,2.2579311211758175,3.0242855631265053,-6.280000035046427,-6.280000030383013,-0.09600195773690531,491.160686762741
1754940287.863097,-0.981239062838388,2.473944572316789,6.280000010254858,0.26275238540112067,2.4613252722598022,-0.35040600265202637,478.60631616297934
