time,shoulder_pan_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,shoulder_lift_joint,end_mill_joint
1754939639.306405,-1.2489792186598514e-14,-1.0428488042731054e-13,4.966209735113303e-14,-1.0858241389355427e-13,9.77130702739526e-14,5.2541304640385533e-14,7.355227538141662e-14
1754939639.3154187,-1.2490225867467508e-14,-1.042776433778092e-13,4.9627836562482486e-14,-1.0858241389355427e-13,9.772261125307047e-14,5.254477408733749e-14,7.361992959697972e-14
1754939639.325816,6.505213034913027e-19,3.609786674760827e-11,-7.516016238204304e-11,-1.1710406082332536e-11,1.6046192152785466e-17,3.153847669135068e-11,7.363033793783558e-14
1754939639.3356981,-0.000135503188433391,2.4825794425389208e-05,-9.755947162905579e-06,8.867355738573224e-10,-0.0001355288406891253,-1.5070231131515677e-05,74.96422164888293
1754939639.3456674,-0.0009624700887925756,0.00017680473972772615,-6.95211932892903e-05,2.6747011272476584e-09,-0.0009624927646072479,-0.00010728262606060808,148.800152078596
1754939639.3557503,0.01886575509578349,0.000524391195500698,-0.0002063347781260244,-6.28000000660701,-0.002846776394987982,-0.00031805583710905333,218.74593918603838
1754939639.3658295,-0.05439451721798214,-0.1651074814913877,-6.280000002642794,6.280000008157431,-0.005877640524041494,-0.0006582403359461642,271.37647082891425
1754939639.376077,-0.015458807709280653,1.221451237528242,6.280000003421234,-6.280000002741748,-0.009955413220832487,-0.0011175254507619185,311.2207069134532
1754939639.3861673,0.0680565872951199,-1.2950663362020145,-6.280000004273235,6.2800000130376485,-0.014870390308918235,-0.004060269555675462,345.2431476127583
1754939639.3965924,0.18184324395053542,1.8003800648076766,6.280000002269264,-6.280000020081271,-0.020373837095748026,-0.004782081397351971,378.4528849520932
1754939639.406575,-0.6365762485165699,-0.24540611895361636,-1.5204030512486164,6.280000022816608,-0.026241903572509773,-0.05237888001473508,397.8871763756414
1754939639.4164827,0.7929361720106807,-0.6893374242936767,-6.28000000678778,-6.280000009242781,-0.0323331245315881,0.03052951807774352,421.8430331628834
1754939639.4267013,-0.12305375171068778,2.376159229036876,6.280000005993093,-6.280000022915459,-0.03864021046464905,-0.008203586874763136,433.81477256964763
1754939639.4368324,-0.8305649275662429,-0.10818328365391522,0.7502096657858139,6.280000027341863,-0.04527610257264655,-0.09119916935887823,448.1490498060358
1754939639.4467735,0.5661657527825769,-1.8503220996622973,-6.280000009579789,6.28000000449855,-0.05224843337807439,0.363366757349292,457.67197770558073
1754939639.4567266,0.6776404834433662,1.8423343890098653,0.6302323106648942,-6.280000033140759,-0.05952357352921389,0.0325623547712123,476.81453097270105
1754939639.466542,-0.6439640400543682,3.1400000000623427,6.280000009053007,-6.280000010558199,-0.06707125552860016,-0.3499066065423361,471.1961650747031
1754939639.476672,-0.8728099856607935,-0.22021592885215585,0.2542703221506022,6.280000031801212,0.19054552625234594,-0.03848912388205786,477.6683079264989
1754939639.4867473,0.43721859371787103,-2.4332734485623755,-6.2800000092687025,6.280000017109735,0.42296287192578674,0.4826245469185032,475.39004756304604
1754939639.4968677,0.7899072726822987,0.6792016589676491,-2.8673856279677468,-6.280000029749559,-19.948165659715293,0.08135867111437933,498.35952317424926
1754939639.5071266,-0.4897022051434751,3.1400000005153994,6.2800000081192255,-6.280000019845797,0.7405171835581319,-0.27725074803794614,477.4074495761015
1754939639.517126,-1.171040999656692,0.13793062395512456,5.076529337464933,6.280000027129368,0.7181703344131414,-0.060376573787666296,477.377768186635
1754939639.5272498,-0.11574111593303038,-2.6602351598886558,-6.2800000073138404,6.280000029206498,0.8747576184350114,0.3562556074836298,482.9845851497298
